City,Date,PM2.5,PM10,NO2,CO,O3,SO2,AQI,AQI_Bucket
Kolkata,2020-04-30,13.88,29.3,9.11,0.31,38.95,7.42,54.0,Satisfactory
Kolkata,2020-05-01,10.46,25.57,8.2,0.29,37.78,5.88,51.0,Satisfactory
Kolkata,2020-05-02,16.81,32.46,10.69,0.39,30.12,5.57,49.0,Good
Kolkata,2020-05-03,18.04,32.98,9.23,0.38,42.05,5.76,57.0,Satisfactory
Kolkata,2020-05-04,22.15,42.76,9.69,0.38,32.76,5.25,50.0,Good
Kolkata,2020-05-05,17.49,35.85,8.59,0.34,33.08,5.75,50.0,Good
Kolkata,2020-05-06,12.66,27.77,10.21,0.36,42.34,6.73,61.0,Satisfactory
Kolkata,2020-05-07,16.77,34.69,9.68,0.32,41.97,5.95,59.0,Satisfactory
Kolkata,2020-05-08,16.16,32.48,8.03,0.34,51.29,6.29,64.0,Satisfactory
Kolkata,2020-05-09,21.76,44.67,8.27,0.36,48.86,5.5,73.0,Satisfactory
Kolkata,2020-05-10,19.3,42.14,6.6,0.34,41.11,5.4,63.0,Satisfactory
Kolkata,2020-05-11,19.21,41.4,8.78,0.38,60.31,6.44,75.0,Satisfactory
Kolkata,2020-05-12,29.09,59.6,9.97,0.38,63.85,10.2,97.0,Satisfactory
Kolkata,2020-05-13,24.23,53.11,6.96,0.29,38.78,8.82,71.0,Satisfactory
Kolkata,2020-05-14,16.61,41.75,5.56,0.26,27.15,5.95,52.0,Satisfactory
Kolkata,2020-05-15,12.3,31.18,5.35,0.27,23.89,5.58,44.0,Good
Kolkata,2020-05-16,11.23,30.52,5.27,0.27,25.59,5.08,44.0,Good
Kolkata,2020-05-17,10.61,31.76,5.42,0.28,26.23,5.26,50.0,Good
Kolkata,2020-05-18,12.93,33.06,5.99,0.28,17.99,4.03,38.0,Good
Kolkata,2020-05-19,8.32,22.93,5.94,0.28,17.86,3.71,32.0,Good
Kolkata,2020-05-20,10.3,23.54,6.05,0.26,31.72,4.79,39.0,Good
Kolkata,2020-05-21,7.3,32.25,6.66,0.36,24.14,4.39,37.0,Good
Kolkata,2020-05-22,17.4,38.11,6.8,0.36,26.47,4.44,47.0,Good
Kolkata,2020-05-23,21.78,55.17,5.53,0.34,27.39,3.9,50.0,Good
Kolkata,2020-05-24,18.89,49.54,5.08,0.35,27.68,5.09,49.0,Good
Kolkata,2020-05-25,16.54,51.67,5.14,0.34,25.14,5.28,48.0,Good
Kolkata,2020-05-26,15.14,47.74,5.53,0.34,21.19,6.54,46.0,Good
Kolkata,2020-05-27,13.81,39.88,6.09,0.33,22.34,5.8,43.0,Good
Kolkata,2020-05-28,15.07,31.97,10.72,0.41,31.07,5.29,47.0,Good
Kolkata,2020-05-29,17.5,38.8,8.17,0.36,34.45,5.79,55.0,Satisfactory
Kolkata,2020-05-30,15.02,37.46,6.76,0.33,30.64,4.99,52.0,Satisfactory
Kolkata,2020-05-31,14.29,32.47,7.76,0.37,35.27,5.52,55.0,Satisfactory
Kolkata,2020-06-01,12.65,32.89,9.78,0.34,28.56,6.54,45.0,Good
Kolkata,2020-06-02,12.76,34.52,10.59,0.34,33.19,7.45,51.0,Satisfactory
Kolkata,2020-06-03,14.58,33.88,12.35,0.35,40.32,8.73,63.0,Satisfactory
Kolkata,2020-06-04,16.0,36.33,7.42,0.33,28.36,7.57,52.0,Satisfactory
Kolkata,2020-06-05,11.25,28.39,7.44,0.32,30.31,6.83,46.0,Good
Kolkata,2020-06-06,16.85,41.15,14.22,0.36,40.43,6.88,59.0,Satisfactory
Kolkata,2020-06-07,24.22,48.4,10.9,0.39,40.49,6.07,67.0,Satisfactory
Kolkata,2020-06-08,23.13,43.41,14.77,0.43,31.1,9.67,59.0,Satisfactory
Kolkata,2020-06-09,19.63,43.1,9.72,0.35,26.42,16.76,54.0,Satisfactory
Kolkata,2020-06-10,14.39,35.54,9.41,0.35,20.74,5.5,40.0,Good
Kolkata,2020-06-11,6.99,21.41,9.52,0.37,18.87,4.65,32.0,Good
Kolkata,2020-06-12,8.7,22.11,11.15,0.37,21.71,5.05,38.0,Good
Kolkata,2020-06-13,8.96,25.88,9.69,0.38,20.87,4.69,38.0,Good
Kolkata,2020-06-14,9.93,25.89,8.63,0.36,17.17,4.56,32.0,Good
Kolkata,2020-06-15,11.99,31.75,10.35,0.37,19.79,4.65,34.0,Good
Kolkata,2020-06-16,9.9,27.05,10.69,0.36,24.17,5.44,47.0,Good
Kolkata,2020-06-17,14.57,41.37,12.68,0.39,21.46,5.29,50.0,Good
Kolkata,2020-06-18,15.18,39.77,11.92,0.37,24.53,5.71,47.0,Good
Kolkata,2020-06-19,18.5,46.04,11.68,0.39,26.06,5.75,50.0,Good
Kolkata,2020-06-20,11.11,34.98,8.06,0.34,18.8,5.45,45.0,Good
Kolkata,2020-06-21,9.3,27.62,7.36,0.35,25.04,5.75,37.0,Good
Kolkata,2020-06-22,13.7,36.69,9.13,0.36,27.12,5.45,42.0,Good
Kolkata,2020-06-23,15.9,43.17,9.47,0.37,21.69,4.63,45.0,Good
Kolkata,2020-06-24,16.98,50.87,9.37,0.35,23.51,5.9,52.0,Satisfactory
Kolkata,2020-06-25,15.53,43.63,6.83,0.32,20.39,7.69,52.0,Satisfactory
Kolkata,2020-06-26,9.59,28.44,7.91,0.34,22.66,8.2,42.0,Good
Kolkata,2020-06-27,7.89,24.73,9.25,0.35,23.14,5.73,37.0,Good
Kolkata,2020-06-28,10.58,25.56,12.63,0.38,27.76,5.92,43.0,Good
Kolkata,2020-06-29,14.53,32.4,15.98,0.45,30.64,7.01,48.0,Good
Kolkata,2020-06-30,14.0,35.85,12.29,0.37,24.59,5.66,47.0,Good
Kolkata,2020-07-01,10.53,31.58,10.01,0.3,15.52,4.32,45.0,Good
Mumbai,2018-05-08,18.07,48.8,29.98,1.36,35.44,19.58,82.0,Satisfactory
Mumbai,2018-05-09,18.55,62.07,28.9,1.35,35.91,18.59,84.0,Satisfactory
Mumbai,2018-05-10,22.57,67.03,23.46,1.3,37.26,21.3,77.0,Satisfactory
Mumbai,2018-05-11,23.57,71.8,25.71,1.26,36.59,24.83,73.0,Satisfactory
Mumbai,2018-05-12,31.18,91.26,20.17,1.23,33.41,25.71,86.0,Satisfactory
Mumbai,2018-05-13,24.22,79.1,30.02,1.36,39.09,21.32,90.0,Satisfactory
Mumbai,2018-05-14,21.81,44.13,18.5,1.25,36.71,22.25,70.0,Satisfactory
Mumbai,2018-05-15,14.93,52.51,18.23,1.22,35.06,20.01,64.0,Satisfactory
Mumbai,2018-05-16,17.86,45.85,20.33,1.21,30.81,20.6,64.0,Satisfactory
Mumbai,2018-05-17,24.73,74.2,18.24,1.25,40.12,15.89,66.0,Satisfactory
Mumbai,2018-05-18,24.09,72.98,28.27,1.27,39.23,20.46,85.0,Satisfactory
Mumbai,2018-05-19,23.97,88.35,23.79,1.32,34.83,24.61,83.0,Satisfactory
Mumbai,2018-05-20,20.7,81.14,21.97,1.34,45.24,22.61,90.0,Satisfactory
Mumbai,2018-05-21,19.01,79.33,19.69,1.27,43.26,24.7,76.0,Satisfactory
Mumbai,2018-05-22,21.85,89.75,25.23,1.32,44.85,22.67,90.0,Satisfactory
Mumbai,2018-05-23,24.32,93.09,15.9,1.31,53.32,23.83,81.0,Satisfactory
Mumbai,2018-05-24,22.76,88.41,21.4,1.19,50.68,20.43,92.0,Satisfactory
Mumbai,2018-05-25,15.38,56.32,21.4,1.06,49.28,20.99,75.0,Satisfactory
Mumbai,2018-05-26,18.58,66.74,21.4,1.09,50.69,22.34,51.0,Satisfactory
Mumbai,2018-05-27,15.53,18.64,21.4,1.23,159.18,26.74,61.0,Satisfactory
Mumbai,2018-06-16,17.02,57.08,21.4,1.44,32.68,29.82,101.0,Moderate
Mumbai,2018-06-17,16.94,70.7,21.4,1.52,29.05,23.46,118.0,Moderate
Mumbai,2018-06-18,10.87,31.4,20.73,1.45,30.8,24.73,125.0,Moderate
Mumbai,2018-06-19,15.87,43.53,27.43,1.4,35.72,20.43,88.0,Satisfactory
Mumbai,2018-06-20,25.71,97.45,19.74,1.42,39.04,19.86,82.0,Satisfactory
Mumbai,2018-06-21,22.86,82.67,9.35,1.15,40.96,17.32,71.0,Satisfactory
Mumbai,2018-06-22,18.09,70.66,8.0,1.19,44.93,18.99,75.0,Satisfactory
Mumbai,2018-06-23,17.52,61.23,22.69,1.45,35.33,20.7,89.0,Satisfactory
Mumbai,2018-06-24,10.53,41.27,21.7,1.35,38.32,19.23,91.0,Satisfactory
Mumbai,2018-06-25,13.38,55.71,9.81,1.19,48.68,18.61,77.0,Satisfactory
Mumbai,2018-06-26,22.06,75.33,7.29,1.17,33.79,18.95,68.0,Satisfactory
Mumbai,2018-06-27,18.54,71.0,14.83,1.21,34.73,19.25,72.0,Satisfactory
Mumbai,2018-06-28,19.38,56.8,29.81,1.4,31.45,19.79,80.0,Satisfactory
Mumbai,2018-06-29,18.39,67.13,23.55,1.72,34.69,20.16,109.0,Moderate
Mumbai,2018-06-30,16.59,66.72,20.94,1.49,28.51,16.63,78.0,Satisfactory
Mumbai,2018-07-01,13.0,48.23,21.22,1.49,22.08,19.4,88.0,Satisfactory
Mumbai,2018-07-02,13.78,48.89,22.09,1.37,22.38,15.46,77.0,Satisfactory
Mumbai,2018-07-03,18.5,65.24,25.39,1.49,26.45,18.02,89.0,Satisfactory
Mumbai,2018-07-04,14.71,52.86,13.29,1.17,29.09,15.13,75.0,Satisfactory
Mumbai,2018-07-05,14.11,73.45,13.32,1.19,27.65,13.5,68.0,Satisfactory
Mumbai,2018-07-06,14.53,70.33,15.53,1.17,26.26,12.65,72.0,Satisfactory
Mumbai,2018-07-07,12.84,56.35,22.11,1.27,28.19,12.79,73.0,Satisfactory
Mumbai,2018-07-11,18.15,71.77,16.33,1.17,27.8,14.69,67.0,Satisfactory
Mumbai,2018-07-12,15.31,69.04,16.32,1.16,24.34,12.03,68.0,Satisfactory
Mumbai,2018-07-13,14.72,82.21,17.39,1.23,25.82,11.33,72.0,Satisfactory
Mumbai,2018-07-14,19.26,93.35,16.22,1.2,26.07,11.48,84.0,Satisfactory
Mumbai,2018-07-15,13.43,89.58,15.37,1.16,33.28,11.5,60.0,Satisfactory
Mumbai,2018-07-16,15.67,77.37,16.43,1.17,30.01,11.43,69.0,Satisfactory
Mumbai,2018-07-17,16.43,72.12,16.38,1.22,28.73,11.99,80.0,Satisfactory
Mumbai,2018-07-18,23.32,60.58,17.66,1.25,25.99,11.67,70.0,Satisfactory
Mumbai,2018-07-19,46.76,73.6,14.7,1.2,24.56,9.71,82.0,Satisfactory
Mumbai,2018-07-20,16.52,67.74,18.31,1.24,27.49,11.57,70.0,Satisfactory
Mumbai,2018-07-21,15.0,65.59,16.98,1.04,29.34,12.14,66.0,Satisfactory
Mumbai,2018-07-22,15.37,58.9,16.35,1.02,24.89,11.8,62.0,Satisfactory
Mumbai,2018-07-23,14.24,56.91,17.29,1.07,26.77,11.66,63.0,Satisfactory
Mumbai,2018-07-24,15.24,53.79,16.18,1.1,18.72,13.08,61.0,Satisfactory
Mumbai,2018-07-25,16.28,54.45,14.54,1.05,22.01,12.86,61.0,Satisfactory
Mumbai,2018-07-26,15.88,62.28,13.72,1.15,21.87,12.88,60.0,Satisfactory
Mumbai,2018-07-27,13.23,52.16,12.4,1.14,22.52,12.25,63.0,Satisfactory
Mumbai,2018-07-28,14.11,53.33,12.74,1.14,22.15,13.07,62.0,Satisfactory
Mumbai,2018-07-29,13.39,52.3,13.83,1.05,21.91,14.99,62.0,Satisfactory
Mumbai,2018-07-30,15.45,50.4,11.65,1.15,21.34,12.34,64.0,Satisfactory
Mumbai,2018-07-31,16.22,61.49,15.83,1.23,24.03,9.29,44.0,Good
Mumbai,2018-08-01,14.71,65.57,15.46,1.16,23.69,10.08,64.0,Satisfactory
Mumbai,2018-08-02,14.87,56.31,32.71,1.2,33.07,20.19,84.0,Satisfactory
Mumbai,2018-08-03,17.72,48.66,48.29,1.18,18.65,24.59,75.0,Satisfactory
Mumbai,2018-08-04,10.36,44.69,20.48,1.19,28.24,10.93,65.0,Satisfactory
Mumbai,2018-08-05,9.21,41.44,22.23,1.17,27.3,15.38,64.0,Satisfactory
Mumbai,2018-08-06,11.21,43.37,14.63,1.2,27.19,12.42,66.0,Satisfactory
Mumbai,2018-08-07,12.65,51.97,20.24,1.21,28.15,9.22,66.0,Satisfactory
Mumbai,2018-08-08,13.33,54.43,20.09,1.2,26.99,9.64,67.0,Satisfactory
Mumbai,2018-08-09,11.61,46.49,31.78,1.21,32.95,12.06,67.0,Satisfactory
Mumbai,2018-08-10,12.59,48.67,20.2,1.22,35.23,10.6,69.0,Satisfactory
Mumbai,2018-08-11,11.7,40.69,21.17,1.24,39.1,11.08,67.0,Satisfactory
Mumbai,2018-08-12,9.7,42.34,20.86,1.22,38.31,11.92,67.0,Satisfactory
Mumbai,2018-08-13,12.94,45.15,17.76,1.14,37.65,9.21,68.0,Satisfactory
Mumbai,2018-08-14,80.13,64.24,20.85,0.91,39.5,11.77,107.0,Moderate
Mumbai,2018-08-15,26.83,90.14,22.03,1.12,44.31,14.45,93.0,Satisfactory
Mumbai,2018-08-16,26.49,91.07,22.23,1.1,41.44,11.49,90.0,Satisfactory
Mumbai,2018-08-17,23.72,74.6,21.08,1.09,41.28,11.53,83.0,Satisfactory
Mumbai,2018-08-18,24.15,73.99,23.64,1.06,41.67,14.13,74.0,Satisfactory
Mumbai,2018-08-19,22.94,84.4,19.22,1.02,44.15,11.74,76.0,Satisfactory
Mumbai,2018-08-20,26.68,75.24,20.96,0.99,37.31,11.84,81.0,Satisfactory
Mumbai,2018-08-21,30.76,69.36,24.6,1.02,46.32,13.7,95.0,Satisfactory
Mumbai,2018-08-22,25.47,61.36,22.08,1.03,47.18,15.21,64.0,Satisfactory
Mumbai,2018-08-23,23.11,62.32,26.84,1.01,45.22,15.22,65.0,Satisfactory
Mumbai,2018-08-24,18.94,53.7,26.94,1.18,48.58,12.06,65.0,Satisfactory
Mumbai,2018-08-25,25.28,55.95,26.13,1.33,49.66,14.85,70.0,Satisfactory
Mumbai,2018-08-26,23.62,54.02,24.89,1.36,55.14,14.8,72.0,Satisfactory
Mumbai,2018-08-27,26.46,65.51,30.42,1.44,49.99,14.13,77.0,Satisfactory
Mumbai,2018-08-28,30.97,75.3,33.37,1.39,54.83,9.51,100.0,Satisfactory
Mumbai,2018-08-29,28.58,70.91,32.46,1.31,45.71,7.65,77.0,Satisfactory
Mumbai,2018-08-30,26.49,67.74,31.34,1.29,47.01,11.08,71.0,Satisfactory
Mumbai,2018-08-31,25.69,61.92,29.3,1.31,48.2,11.4,70.0,Satisfactory
Mumbai,2018-09-01,28.24,71.66,27.72,1.31,44.98,13.66,71.0,Satisfactory
Mumbai,2018-09-02,24.03,56.21,25.98,1.32,47.94,12.45,70.0,Satisfactory
Mumbai,2018-09-03,26.35,57.69,23.5,1.31,49.4,15.45,69.0,Satisfactory
Mumbai,2018-09-04,23.49,54.7,20.7,1.31,42.47,14.73,70.0,Satisfactory
Mumbai,2018-09-05,22.67,56.3,24.62,1.23,46.98,14.35,68.0,Satisfactory
Mumbai,2018-09-06,25.5,60.73,26.53,0.98,43.64,13.51,60.0,Satisfactory
Mumbai,2018-09-07,27.31,67.46,31.49,0.97,39.31,15.23,65.0,Satisfactory
Mumbai,2018-09-08,26.77,64.56,30.32,0.99,42.69,15.65,67.0,Satisfactory
Mumbai,2018-09-09,24.28,67.13,31.12,1.1,39.83,16.27,70.0,Satisfactory
Mumbai,2018-09-10,21.84,63.71,26.24,1.27,24.91,12.41,84.0,Satisfactory
Mumbai,2018-09-11,26.76,72.02,23.19,1.55,22.46,13.9,106.0,Moderate
Mumbai,2018-09-12,21.64,53.58,21.46,1.41,23.67,11.85,89.0,Satisfactory
Mumbai,2018-09-13,19.28,48.32,21.2,1.44,25.68,17.7,82.0,Satisfactory
Mumbai,2018-09-14,23.52,57.14,22.87,1.57,27.03,18.26,89.0,Satisfactory
Mumbai,2018-09-15,22.09,67.31,24.76,1.77,30.62,17.79,102.0,Moderate
Mumbai,2018-09-16,25.6,76.8,25.68,1.77,33.62,16.75,103.0,Moderate
Mumbai,2018-09-17,20.37,68.0,21.88,1.62,30.21,13.13,93.0,Satisfactory
Mumbai,2018-09-18,25.51,78.16,22.65,1.58,30.93,10.78,93.0,Satisfactory
Mumbai,2018-09-19,17.68,55.13,23.5,1.39,28.35,10.29,78.0,Satisfactory
Mumbai,2018-09-20,25.44,91.8,26.19,1.7,37.93,11.93,100.0,Satisfactory
Mumbai,2018-09-21,42.73,114.46,28.18,1.92,43.7,14.14,113.0,Moderate
Mumbai,2018-09-22,31.22,59.71,21.98,1.35,49.13,17.08,80.0,Satisfactory
Mumbai,2018-09-23,35.95,66.06,25.3,1.5,45.84,18.69,82.0,Satisfactory
Mumbai,2018-09-24,33.06,70.44,23.98,1.6,46.51,14.82,104.0,Moderate
Mumbai,2018-09-25,33.86,77.88,25.06,1.55,36.72,14.14,92.0,Satisfactory
Mumbai,2018-09-26,32.52,71.2,29.12,1.57,38.59,15.17,91.0,Satisfactory
Mumbai,2018-09-27,37.21,76.15,33.05,1.58,49.45,13.64,90.0,Satisfactory
Mumbai,2018-09-28,44.86,107.68,37.4,2.0,50.39,15.19,108.0,Moderate
Mumbai,2018-09-29,44.05,112.39,31.84,1.94,47.98,17.12,106.0,Moderate
Mumbai,2018-09-30,54.77,141.2,32.42,2.32,55.94,20.79,122.0,Moderate
Mumbai,2018-10-01,49.35,130.79,31.92,2.21,46.39,16.35,128.0,Moderate
Mumbai,2018-10-02,49.52,116.69,36.92,2.0,49.69,15.18,111.0,Moderate
Mumbai,2018-10-03,50.87,122.42,34.0,1.95,60.44,15.28,122.0,Moderate
Mumbai,2018-10-04,43.4,99.57,29.79,2.09,47.73,18.74,110.0,Moderate
Mumbai,2018-10-05,42.12,103.91,29.9,2.14,41.95,15.77,106.0,Moderate
Mumbai,2018-10-06,48.16,122.98,29.55,2.13,41.35,16.84,117.0,Moderate
Mumbai,2018-10-07,54.76,118.68,31.68,1.89,52.25,22.58,112.0,Moderate
Mumbai,2018-10-08,48.6,106.14,31.1,1.76,64.18,20.49,109.0,Moderate
Mumbai,2018-10-09,45.06,100.44,24.85,1.75,66.08,20.02,103.0,Moderate
Mumbai,2018-10-10,42.82,100.02,27.69,1.69,59.75,18.62,104.0,Moderate
Mumbai,2018-10-11,34.35,89.58,21.34,1.66,66.49,16.7,100.0,Satisfactory
Mumbai,2018-10-12,44.57,118.82,31.55,1.76,65.46,17.23,105.0,Moderate
Mumbai,2018-10-13,54.92,167.05,28.09,1.91,74.19,17.81,136.0,Moderate
Mumbai,2018-10-14,48.18,166.65,30.08,2.18,49.91,18.99,149.0,Moderate
Mumbai,2018-10-15,49.42,153.48,32.3,2.34,51.95,20.27,135.0,Moderate
Mumbai,2018-10-16,54.25,158.76,33.31,2.41,52.22,20.25,142.0,Moderate
Mumbai,2018-10-17,46.14,129.95,31.55,1.96,52.39,18.33,130.0,Moderate
Mumbai,2018-10-18,26.07,71.72,29.06,1.7,58.18,19.8,132.0,Moderate
Mumbai,2018-10-19,49.65,137.14,24.75,1.54,71.31,25.03,150.0,Moderate
Mumbai,2018-10-24,45.04,153.14,19.69,2.38,25.53,20.83,123.0,Moderate
Mumbai,2018-10-25,52.53,166.96,19.54,2.59,26.01,21.41,146.0,Moderate
Mumbai,2018-10-26,39.38,115.93,19.51,1.93,24.46,19.11,118.0,Moderate
Mumbai,2018-10-27,54.0,172.6,21.46,2.65,27.42,21.75,136.0,Moderate
Mumbai,2018-10-30,36.32,109.1,36.88,1.87,32.52,18.0,110.0,Moderate
Mumbai,2018-10-31,41.76,111.56,38.88,1.95,37.97,16.61,106.0,Moderate
Mumbai,2018-11-01,49.85,138.28,60.47,2.1,39.87,16.34,141.0,Moderate
Mumbai,2018-11-02,41.8,120.59,58.64,2.02,44.23,18.88,138.0,Moderate
Mumbai,2018-11-03,40.22,100.16,50.71,1.95,41.95,14.27,132.0,Moderate
Mumbai,2018-11-04,37.39,78.33,30.41,1.71,55.14,13.1,100.0,Satisfactory
Mumbai,2018-11-05,34.93,68.37,35.62,1.74,43.27,19.92,102.0,Moderate
Mumbai,2018-11-06,65.23,152.2,41.32,2.14,47.33,28.32,112.0,Moderate
Mumbai,2018-11-07,67.63,164.86,56.95,2.32,37.62,28.2,184.0,Moderate
Mumbai,2018-11-08,130.47,276.46,67.3,2.81,48.41,40.57,299.0,Poor
Mumbai,2018-11-09,93.59,222.33,50.06,2.76,45.71,39.24,195.0,Moderate
Mumbai,2018-11-10,122.18,272.19,39.76,2.92,64.46,29.82,307.0,Very Poor
Mumbai,2018-11-11,63.69,157.26,49.0,2.65,66.27,25.82,179.0,Moderate
Mumbai,2018-11-12,56.06,149.49,44.82,2.59,58.48,24.89,146.0,Moderate
Mumbai,2018-11-13,51.04,133.23,29.43,2.1,67.98,24.14,123.0,Moderate
Mumbai,2018-11-14,48.02,132.29,37.39,2.3,56.49,24.71,132.0,Moderate
Mumbai,2018-11-15,49.79,132.08,49.29,2.33,64.87,23.56,122.0,Moderate
Mumbai,2018-11-16,51.3,136.44,59.6,2.35,57.12,21.75,147.0,Moderate
Mumbai,2018-11-17,56.72,152.93,56.85,2.75,57.58,21.46,150.0,Moderate
Mumbai,2018-11-18,65.09,171.12,42.15,2.83,79.13,19.25,153.0,Moderate
Mumbai,2018-11-24,48.76,141.23,38.64,2.61,53.93,21.5,125.0,Moderate
Mumbai,2018-11-25,51.75,171.43,39.13,2.89,64.37,21.99,145.0,Moderate
Mumbai,2018-11-26,63.19,179.98,38.66,3.07,61.74,22.39,169.0,Moderate
Mumbai,2018-11-27,57.74,161.37,50.01,2.87,51.25,18.53,143.0,Moderate
Mumbai,2018-11-28,55.7,175.73,49.82,2.83,65.33,13.92,149.0,Moderate
Mumbai,2018-11-29,53.71,170.39,39.31,2.85,65.15,14.99,146.0,Moderate
Mumbai,2018-11-30,56.87,175.08,37.29,2.93,69.6,17.34,158.0,Moderate
Mumbai,2018-12-01,62.05,196.83,41.17,3.02,63.12,17.4,154.0,Moderate
Mumbai,2018-12-02,62.82,202.58,36.12,2.21,71.9,17.88,172.0,Moderate
Mumbai,2018-12-03,76.86,215.08,43.27,1.89,74.46,16.39,174.0,Moderate
Mumbai,2018-12-04,65.54,187.09,60.53,2.42,65.87,14.82,168.0,Moderate
Mumbai,2018-12-05,72.91,201.08,68.46,3.26,75.06,15.46,163.0,Moderate
Mumbai,2018-12-06,70.04,170.19,56.0,2.63,49.86,13.9,176.0,Moderate
Mumbai,2018-12-07,54.61,165.03,42.91,2.06,44.72,19.62,140.0,Moderate
Mumbai,2018-12-08,63.47,193.53,46.77,2.34,50.4,23.26,152.0,Moderate
Mumbai,2018-12-09,56.9,169.94,43.94,2.12,50.29,22.11,158.0,Moderate
Mumbai,2018-12-10,51.82,151.5,45.25,1.79,49.03,17.96,137.0,Moderate
Mumbai,2018-12-11,49.73,154.09,65.26,1.91,43.06,18.87,138.0,Moderate
Mumbai,2018-12-12,38.67,121.78,57.01,1.81,40.93,19.96,124.0,Moderate
Mumbai,2018-12-13,50.03,142.34,61.56,1.81,45.61,22.04,117.0,Moderate
Mumbai,2018-12-14,61.98,148.08,50.13,1.81,35.55,26.36,123.0,Moderate
Mumbai,2018-12-15,57.49,159.6,44.05,1.87,38.71,29.7,136.0,Moderate
Mumbai,2018-12-16,56.54,155.32,36.6,1.8,43.55,33.29,146.0,Moderate
Mumbai,2018-12-17,50.82,135.22,37.73,1.7,43.0,23.54,128.0,Moderate
Mumbai,2018-12-18,63.59,165.21,49.72,1.9,53.08,21.82,136.0,Moderate
Mumbai,2018-12-19,66.38,141.73,106.27,1.97,49.9,20.37,174.0,Moderate
Mumbai,2018-12-20,50.75,130.15,70.55,1.74,42.96,19.4,135.0,Moderate
Mumbai,2018-12-21,52.93,143.39,65.68,1.9,47.82,17.82,123.0,Moderate
Mumbai,2018-12-22,74.39,180.07,73.65,2.58,54.17,19.18,160.0,Moderate
Mumbai,2018-12-23,92.96,192.28,63.17,2.65,53.27,21.36,197.0,Moderate
Mumbai,2018-12-24,96.74,221.61,60.1,2.75,58.67,17.33,219.0,Poor
Mumbai,2018-12-25,88.48,203.0,37.83,2.72,60.08,22.33,210.0,Poor
Mumbai,2018-12-26,68.03,137.58,49.5,1.86,46.46,18.79,149.0,Moderate
Mumbai,2018-12-27,67.26,133.78,50.21,1.81,33.39,22.18,119.0,Moderate
Mumbai,2018-12-28,69.88,152.97,52.64,2.03,37.61,26.15,130.0,Moderate
Mumbai,2018-12-29,65.85,137.97,69.41,2.05,37.22,26.23,143.0,Moderate
Mumbai,2018-12-30,81.14,159.39,66.55,2.11,35.39,38.07,154.0,Moderate
Mumbai,2018-12-31,81.34,185.04,90.08,2.57,38.87,27.19,188.0,Moderate
Mumbai,2019-01-01,79.78,221.85,66.11,2.75,45.29,21.88,181.0,Moderate
Mumbai,2019-01-02,80.41,232.04,64.04,3.14,53.3,26.7,175.0,Moderate
Mumbai,2019-01-03,103.76,295.76,58.71,3.65,68.37,25.44,239.0,Poor
Mumbai,2019-01-04,84.61,250.62,59.75,3.5,68.82,23.0,221.0,Poor
Mumbai,2019-01-05,75.92,216.49,64.59,2.76,63.06,24.93,180.0,Moderate
Mumbai,2019-01-06,81.14,233.06,60.0,2.76,62.05,21.49,183.0,Moderate
Mumbai,2019-01-07,52.78,164.07,67.79,2.18,48.85,22.27,156.0,Moderate
Mumbai,2019-01-08,57.44,177.25,56.98,2.75,67.66,32.25,156.0,Moderate
Mumbai,2019-01-09,71.68,199.89,48.59,2.49,85.19,21.75,150.0,Moderate
Mumbai,2019-01-10,84.32,250.65,50.68,3.01,69.71,18.86,199.0,Moderate
Mumbai,2019-01-11,85.51,240.04,47.07,3.32,71.31,32.67,201.0,Poor
Mumbai,2019-01-12,76.86,237.89,49.1,2.76,78.82,34.55,187.0,Moderate
Mumbai,2019-01-13,75.79,235.95,35.42,3.11,76.64,30.85,197.0,Moderate
Mumbai,2019-01-14,66.32,191.3,44.04,2.37,72.08,25.59,163.0,Moderate
Mumbai,2019-01-15,68.1,188.89,50.99,2.53,72.52,28.78,162.0,Moderate
Mumbai,2019-01-16,69.37,194.79,48.31,2.56,65.72,27.31,162.0,Moderate
Mumbai,2019-01-17,83.31,245.52,48.1,3.25,32.31,27.92,184.0,Moderate
Mumbai,2019-01-18,84.99,231.12,52.87,2.99,32.51,26.39,200.0,Moderate
Mumbai,2019-01-19,82.07,254.54,50.15,3.3,29.55,35.06,190.0,Moderate
Mumbai,2019-01-20,93.45,285.55,26.93,3.34,33.76,35.52,234.0,Poor
Mumbai,2019-01-21,51.0,132.19,17.6,2.1,20.34,28.3,160.0,Moderate
Mumbai,2019-01-22,34.26,109.43,35.26,1.94,25.59,22.76,114.0,Moderate
Mumbai,2019-01-23,26.04,113.83,41.97,1.65,29.55,21.92,100.0,Satisfactory
Mumbai,2019-01-24,53.38,150.95,70.2,1.78,37.42,18.37,125.0,Moderate
Mumbai,2019-01-25,47.4,135.35,79.41,1.83,52.07,12.39,133.0,Moderate
Mumbai,2019-01-26,38.28,122.56,72.66,1.84,54.64,12.89,131.0,Moderate
Mumbai,2019-01-27,36.88,117.84,68.41,1.79,34.26,10.85,117.0,Moderate
Mumbai,2019-01-28,46.01,121.37,13.44,2.29,35.58,12.57,112.0,Moderate
Mumbai,2019-01-29,47.42,125.09,38.05,2.12,40.56,14.45,118.0,Moderate
Mumbai,2019-01-30,51.55,173.72,21.4,2.83,48.14,17.46,150.0,Moderate
Mumbai,2019-01-31,51.24,174.07,21.4,2.93,47.64,24.08,151.0,Moderate
